"customer_id","staff_id","amount","preformance_rank"
445,2,"4.99","14"
433,2,"0.99","14"
433,2,"4.99","14"
433,2,"4.99","14"
433,2,"4.99","14"
433,2,"6.99","14"
433,2,"0.99","14"
433,2,"4.99","14"
433,2,"6.99","14"
433,2,"7.99","14"
433,2,"4.99","14"
140,2,"10.99","14"
140,2,"0.99","14"
140,2,"3.99","14"
140,2,"6.99","14"
140,2,"0.99","14"
427,2,"5.99","14"
427,2,"0.99","14"
427,2,"7.99","14"
427,2,"3.99","14"
427,2,"3.99","14"
427,2,"5.99","14"
427,2,"2.99","14"
427,2,"6.99","14"
427,2,"2.99","14"
142,2,"2.99","14"
142,2,"2.99","14"
142,2,"0.99","14"
142,2,"4.99","14"
142,2,"5.99","14"
142,2,"0.99","14"
142,2,"4.99","14"
142,2,"2.99","14"
142,2,"5.99","14"
142,2,"4.99","14"
427,2,"4.99","14"
425,2,"0.99","14"
425,2,"5.99","14"
425,2,"4.99","14"
425,2,"6.99","14"
425,2,"2.99","14"
425,2,"2.99","14"
425,2,"5.99","14"
425,2,"8.99","14"
425,2,"2.99","14"
425,2,"2.99","14"
425,2,"0.99","14"
425,2,"2.99","14"
419,2,"0.99","14"
419,2,"0.99","14"
419,2,"3.99","14"
419,2,"6.99","14"
419,2,"0.99","14"
419,2,"2.99","14"
419,2,"5.99","14"
419,2,"2.99","14"
419,2,"4.99","14"
419,2,"4.99","14"
419,2,"0.99","14"
151,2,"0.99","14"
151,2,"2.99","14"
151,2,"2.99","14"
151,2,"3.99","14"
151,2,"0.99","14"
151,2,"2.99","14"
151,2,"2.99","14"
151,2,"0.99","14"
151,2,"0.99","14"
151,2,"2.99","14"
151,2,"3.99","14"
151,2,"3.99","14"
407,2,"1.99","14"
407,2,"4.99","14"
407,2,"5.99","14"
407,2,"0.99","14"
407,2,"0.99","14"
407,2,"2.99","14"
407,2,"4.99","14"
407,2,"6.99","14"
407,2,"6.99","14"
407,2,"9.99","14"
407,2,"0.99","14"
407,2,"0.99","14"
407,2,"4.99","14"
160,2,"4.99","14"
160,2,"2.99","14"
160,2,"5.99","14"
160,2,"2.99","14"
160,2,"2.99","14"
160,2,"6.99","14"
160,2,"2.99","14"
160,2,"6.99","14"
160,2,"1.99","14"
160,2,"0.99","14"
160,2,"2.99","14"
160,2,"2.99","14"
160,2,"4.99","14"
160,2,"0.99","14"
166,2,"0.99","14"
166,2,"2.99","14"
166,2,"4.99","14"
166,2,"7.99","14"
166,2,"4.99","14"
166,2,"6.99","14"
166,2,"5.99","14"
166,2,"2.99","14"
166,2,"2.99","14"
166,2,"7.99","14"
166,2,"1.99","14"
166,2,"2.99","14"
166,2,"2.99","14"
166,2,"4.99","14"
185,2,"2.99","14"
185,2,"0.99","14"
185,2,"0.99","14"
185,2,"0.99","14"
185,2,"7.99","14"
185,2,"2.99","14"
185,2,"2.99","14"
189,2,"0.99","14"
189,2,"4.99","14"
189,2,"6.99","14"
189,2,"6.99","14"
189,2,"1.99","14"
189,2,"2.99","14"
189,2,"5.99","14"
189,2,"0.99","14"
199,2,"8.99","14"
199,2,"2.99","14"
199,2,"4.99","14"
199,2,"0.99","14"
199,2,"4.99","14"
199,2,"3.99","14"
199,2,"4.99","14"
199,2,"4.99","14"
199,2,"2.99","14"
199,2,"5.99","14"
199,2,"2.99","14"
348,2,"0.99","14"
348,2,"4.99","14"
348,2,"4.99","14"
348,2,"9.99","14"
348,2,"0.99","14"
348,2,"0.99","14"
348,2,"2.99","14"
348,2,"2.99","14"
348,2,"4.99","14"
348,2,"4.99","14"
348,2,"2.99","14"
348,2,"0.99","14"
348,2,"7.99","14"
348,2,"3.99","14"
348,2,"0.99","14"
348,2,"5.99","14"
348,2,"2.99","14"
348,2,"5.99","14"
348,2,"2.99","14"
348,2,"2.99","14"
348,2,"4.99","14"
346,2,"4.99","14"
346,2,"0.99","14"
346,2,"2.99","14"
346,2,"3.99","14"
346,2,"4.99","14"
346,2,"5.99","14"
346,2,"4.99","14"
346,2,"5.99","14"
346,2,"2.99","14"
346,2,"2.99","14"
346,2,"0.99","14"
346,2,"4.99","14"
346,2,"8.99","14"
346,2,"6.99","14"
346,2,"2.99","14"
346,2,"8.99","14"
346,2,"4.99","14"
339,2,"4.99","14"
339,2,"2.99","14"
339,2,"7.99","14"
339,2,"3.99","14"
339,2,"2.99","14"
339,2,"3.99","14"
339,2,"5.99","14"
339,2,"3.99","14"
339,2,"4.99","14"
339,2,"3.99","14"
339,2,"5.99","14"
230,2,"0.99","14"
230,2,"0.99","14"
230,2,"7.99","14"
230,2,"0.99","14"
230,2,"2.99","14"
230,2,"4.99","14"
230,2,"5.99","14"
230,2,"4.99","14"
230,2,"0.99","14"
230,2,"4.99","14"
230,2,"3.99","14"
230,2,"3.99","14"
230,2,"3.99","14"
230,2,"0.99","14"
230,2,"4.99","14"
230,2,"2.99","14"
230,2,"8.99","14"
230,2,"2.99","14"
327,2,"7.99","14"
327,2,"3.99","14"
327,2,"2.99","14"
327,2,"1.99","14"
327,2,"1.99","14"
327,2,"6.99","14"
231,2,"6.99","14"
231,2,"8.99","14"
231,2,"2.99","14"
231,2,"2.99","14"
231,2,"0.99","14"
231,2,"2.99","14"
231,2,"9.99","14"
231,2,"0.99","14"
231,2,"0.99","14"
231,2,"5.99","14"
244,2,"0.99","14"
244,2,"4.99","14"
244,2,"5.99","14"
244,2,"0.99","14"
244,2,"2.99","14"
244,2,"2.99","14"
244,2,"4.99","14"
244,2,"0.99","14"
244,2,"4.99","14"
244,2,"3.99","14"
244,2,"4.99","14"
244,2,"0.99","14"
244,2,"0.99","14"
244,2,"0.99","14"
244,2,"2.99","14"
244,2,"6.99","14"
244,2,"6.99","14"
247,2,"4.99","14"
247,2,"2.99","14"
247,2,"6.99","14"
247,2,"2.99","14"
247,2,"2.99","14"
247,2,"2.99","14"
295,2,"4.99","14"
295,2,"4.99","14"
295,2,"2.99","14"
295,2,"3.99","14"
295,2,"5.99","14"
295,2,"1.99","14"
295,2,"4.99","14"
295,2,"0.99","14"
295,2,"4.99","14"
295,2,"2.99","14"
295,2,"8.99","14"
295,2,"4.99","14"
295,2,"4.99","14"
295,2,"0.99","14"
295,2,"0.99","14"
285,2,"0.99","14"
285,2,"0.99","14"
285,2,"6.99","14"
285,2,"2.99","14"
285,2,"2.99","14"
285,2,"9.99","14"
285,2,"3.99","14"
285,2,"7.99","14"
285,2,"4.99","14"
285,2,"0.99","14"
259,2,"4.99","14"
259,2,"2.99","14"
259,2,"5.99","14"
259,2,"4.99","14"
259,2,"4.99","14"
259,2,"6.99","14"
259,2,"4.99","14"
259,2,"5.99","14"
259,2,"2.99","14"
259,2,"7.99","14"
259,2,"6.99","14"
259,2,"7.99","14"
259,2,"2.99","14"
259,2,"3.99","14"
259,2,"1.99","14"
259,2,"2.99","14"
259,2,"6.99","14"
280,2,"5.99","14"
280,2,"3.99","14"
280,2,"6.99","14"
280,2,"0.99","14"
280,2,"0.99","14"
280,2,"0.99","14"
280,2,"5.99","14"
280,2,"9.99","14"
280,2,"2.99","14"
280,2,"0.99","14"
274,2,"2.99","14"
274,2,"0.99","14"
274,2,"5.99","14"
274,2,"7.99","14"
274,2,"4.99","14"
274,2,"0.99","14"
274,2,"2.99","14"
286,2,"0.99","13"
406,2,"2.99","13"
329,2,"3.99","13"
335,2,"2.99","13"
335,2,"2.99","13"
337,2,"8.99","13"
337,2,"4.99","13"
337,2,"5.99","13"
569,2,"0.99","13"
569,2,"0.99","13"
569,2,"4.99","13"
569,2,"0.99","13"
569,2,"4.99","13"
569,2,"1.99","13"
406,2,"2.99","13"
406,2,"6.99","13"
406,2,"5.99","13"
406,2,"0.99","13"
406,2,"1.99","13"
406,2,"0.99","13"
406,2,"2.99","13"
569,2,"2.99","13"
569,2,"5.99","13"
569,2,"4.99","13"
569,2,"0.99","13"
495,2,"2.99","13"
495,2,"5.99","13"
495,2,"0.99","13"
263,2,"9.99","13"
263,2,"5.99","13"
466,2,"2.99","13"
406,2,"4.99","13"
406,2,"7.99","13"
406,2,"5.99","13"
406,2,"2.99","13"
406,2,"0.99","13"
406,2,"4.99","13"
406,2,"4.99","13"
406,2,"0.99","13"
406,2,"0.99","13"
406,2,"3.99","13"
406,2,"2.99","13"
466,2,"4.99","13"
495,2,"3.99","13"
286,2,"6.99","13"
286,2,"9.99","13"
286,2,"6.99","13"
286,2,"4.99","13"
263,2,"6.99","13"
263,2,"1.99","13"
263,2,"6.99","13"
263,2,"1.99","13"
263,2,"8.99","13"
337,2,"3.99","13"
337,2,"6.99","13"
337,2,"2.99","13"
579,2,"6.99","13"
430,2,"0.99","13"
495,2,"2.99","13"
357,2,"2.99","13"
357,2,"6.99","13"
357,2,"4.99","13"
357,2,"2.99","13"
357,2,"2.99","13"
430,2,"2.99","13"
430,2,"6.99","13"
430,2,"0.99","13"
430,2,"0.99","13"
430,2,"0.99","13"
430,2,"0.99","13"
430,2,"2.99","13"
466,2,"8.99","13"
466,2,"0.99","13"
466,2,"0.99","13"
466,2,"2.99","13"
466,2,"0.99","13"
269,2,"0.99","13"
269,2,"2.99","13"
269,2,"5.99","13"
269,2,"2.99","13"
579,2,"5.99","13"
579,2,"6.99","13"
579,2,"8.99","13"
579,2,"5.99","13"
579,2,"0.99","13"
11,2,"1.99","13"
11,2,"2.99","13"
11,2,"6.99","13"
299,2,"4.99","13"
299,2,"1.99","13"
299,2,"2.99","13"
357,2,"3.99","13"
444,2,"4.99","13"
444,2,"2.99","13"
444,2,"6.99","13"
444,2,"7.99","13"
444,2,"1.99","13"
444,2,"3.99","13"
444,2,"4.99","13"
299,2,"6.99","13"
299,2,"0.99","13"
299,2,"0.99","13"
299,2,"5.99","13"
299,2,"0.99","13"
11,2,"6.99","13"
11,2,"5.99","13"
11,2,"6.99","13"
11,2,"2.99","13"
444,2,"0.99","13"
444,2,"2.99","13"
444,2,"2.99","13"
163,2,"4.99","13"
163,2,"4.99","13"
163,2,"4.99","13"
163,2,"4.99","13"
163,2,"4.99","13"
163,2,"2.99","13"
163,2,"5.99","13"
163,2,"4.99","13"
163,2,"3.99","13"
163,2,"2.99","13"
163,2,"0.99","13"
163,2,"0.99","13"
163,2,"7.99","13"
163,2,"2.99","13"
163,2,"5.99","13"
163,2,"7.99","13"
163,2,"7.98","13"
11,2,"0.99","13"
11,2,"2.99","13"
11,2,"5.99","13"
11,2,"0.99","13"
579,2,"2.99","13"
466,2,"7.99","13"
299,2,"9.99","13"
466,2,"4.99","13"
466,2,"2.99","13"
496,2,"2.99","13"
496,2,"3.99","13"
496,2,"4.99","13"
496,2,"4.99","13"
496,2,"4.99","13"
496,2,"2.99","13"
579,2,"1.99","13"
579,2,"0.99","13"
496,2,"6.99","13"
476,2,"3.99","13"
444,2,"5.99","13"
444,2,"6.99","13"
444,2,"3.99","13"
444,2,"1.99","13"
444,2,"2.99","13"
444,2,"2.99","13"
443,2,"4.99","13"
443,2,"5.99","13"
443,2,"6.99","13"
443,2,"4.99","13"
443,2,"5.99","13"
443,2,"1.99","13"
443,2,"0.99","13"
443,2,"5.99","13"
443,2,"2.99","13"
476,2,"5.99","13"
579,2,"9.99","13"
579,2,"5.99","13"
397,2,"4.99","13"
397,2,"4.99","13"
397,2,"2.99","13"
397,2,"1.99","13"
397,2,"0.99","13"
397,2,"2.99","13"
397,2,"3.99","13"
397,2,"1.99","13"
397,2,"4.99","13"
397,2,"2.99","13"
397,2,"2.99","13"
476,2,"7.99","13"
476,2,"4.99","13"
495,2,"2.99","13"
495,2,"7.99","13"
495,2,"7.99","13"
85,2,"0.99","13"
590,2,"5.99","13"
590,2,"3.99","13"
590,2,"2.99","13"
590,2,"2.99","13"
590,2,"7.99","13"
590,2,"2.99","13"
590,2,"4.99","13"
590,2,"4.99","13"
397,2,"2.99","13"
397,2,"4.99","13"
397,2,"4.99","13"
397,2,"4.99","13"
397,2,"1.99","13"
85,2,"0.99","13"
85,2,"7.99","13"
357,2,"2.99","13"
357,2,"2.99","13"
357,2,"0.99","13"
357,2,"5.99","13"
357,2,"1.99","13"
102,2,"1.99","13"
102,2,"4.99","13"
102,2,"4.99","13"
102,2,"3.99","13"
63,2,"2.99","13"
63,2,"4.99","13"
63,2,"0.99","13"
63,2,"2.99","13"
63,2,"0.99","13"
63,2,"0.99","13"
63,2,"3.99","13"
63,2,"5.99","13"
63,2,"8.99","13"
63,2,"8.99","13"
63,2,"4.99","13"
63,2,"0.99","13"
63,2,"3.99","13"
102,2,"3.99","13"
359,2,"4.99","13"
359,2,"4.99","13"
359,2,"7.99","13"
213,2,"4.99","13"
213,2,"3.99","13"
213,2,"4.99","13"
213,2,"4.99","13"
123,2,"4.99","13"
10,2,"2.99","13"
10,2,"3.99","13"
269,2,"2.99","13"
329,2,"0.99","13"
329,2,"0.99","13"
329,2,"7.99","13"
143,2,"3.99","13"
143,2,"1.99","13"
359,2,"9.99","13"
359,2,"1.99","13"
359,2,"0.99","13"
522,2,"2.99","13"
522,2,"0.99","13"
522,2,"5.99","13"
522,2,"7.99","13"
522,2,"4.99","13"
522,2,"4.99","13"
522,2,"0.99","13"
522,2,"4.99","13"
522,2,"6.99","13"
495,2,"4.99","13"
495,2,"4.99","13"
359,2,"0.99","13"
10,2,"4.99","13"
143,2,"6.99","13"
579,2,"2.99","13"
337,2,"0.99","13"
337,2,"0.99","13"
359,2,"2.99","13"
359,2,"5.99","13"
359,2,"5.99","13"
557,2,"5.99","13"
557,2,"4.99","13"
557,2,"2.99","13"
557,2,"6.99","13"
557,2,"0.99","13"
557,2,"6.99","13"
557,2,"1.99","13"
557,2,"0.99","13"
337,2,"4.99","13"
557,2,"3.99","13"
557,2,"0.99","13"
115,2,"2.99","13"
115,2,"4.99","13"
115,2,"1.99","13"
115,2,"2.99","13"
115,2,"0.99","13"
115,2,"3.99","13"
115,2,"0.99","13"
363,2,"2.99","13"
363,2,"3.99","13"
363,2,"4.99","13"
363,2,"4.99","13"
363,2,"2.99","13"
363,2,"4.99","13"
90,2,"3.99","13"
90,2,"4.99","13"
90,2,"0.99","13"
90,2,"3.99","13"
90,2,"5.99","13"
90,2,"1.99","13"
90,2,"9.99","13"
90,2,"2.99","13"
90,2,"7.99","13"
337,2,"4.99","13"
337,2,"7.99","13"
363,2,"4.99","13"
363,2,"3.99","13"
363,2,"2.99","13"
363,2,"4.99","13"
363,2,"2.99","13"
363,2,"4.99","13"
363,2,"4.99","13"
196,2,"4.99","13"
196,2,"10.99","13"
337,2,"5.99","13"
4,2,"4.99","13"
340,2,"4.99","13"
90,2,"6.99","13"
90,2,"0.99","13"
90,2,"4.99","13"
90,2,"0.99","13"
90,2,"0.99","13"
90,2,"0.99","13"
90,2,"0.99","13"
143,2,"1.99","13"
143,2,"4.99","13"
143,2,"6.99","13"
143,2,"4.99","13"
143,2,"0.99","13"
329,2,"4.99","13"
522,2,"6.99","13"
522,2,"4.99","13"
522,2,"9.99","13"
522,2,"4.99","13"
522,2,"5.99","13"
522,2,"2.99","13"
522,2,"1.99","13"
522,2,"6.99","13"
522,2,"6.99","13"
522,2,"8.99","13"
522,2,"0.99","13"
329,2,"0.99","13"
473,2,"4.99","13"
4,2,"8.99","13"
4,2,"4.99","13"
4,2,"0.99","13"
4,2,"1.99","13"
4,2,"2.99","13"
4,2,"0.99","13"
4,2,"0.99","13"
196,2,"0.99","13"
196,2,"1.99","13"
196,2,"0.99","13"
196,2,"3.99","13"
196,2,"4.99","13"
196,2,"4.99","13"
196,2,"3.99","13"
196,2,"4.99","13"
196,2,"4.99","13"
196,2,"0.99","13"
196,2,"0.99","13"
196,2,"0.99","13"
196,2,"5.99","13"
196,2,"0.99","13"
196,2,"0.99","13"
4,2,"2.99","13"
4,2,"1.99","13"
269,2,"6.99","13"
269,2,"4.99","13"
269,2,"0.00","13"
269,2,"6.99","13"
278,2,"0.99","13"
173,2,"2.99","13"
173,2,"4.99","13"
173,2,"4.99","13"
173,2,"2.99","13"
173,2,"8.99","13"
173,2,"4.99","13"
173,2,"4.99","13"
173,2,"2.99","13"
173,2,"0.99","13"
173,2,"4.99","13"
173,2,"2.99","13"
173,2,"2.99","13"
173,2,"0.99","13"
173,2,"0.99","13"
173,2,"2.99","13"
278,2,"0.99","13"
278,2,"0.99","13"
278,2,"4.99","13"
278,2,"2.99","13"
228,2,"1.99","13"
228,2,"8.99","13"
228,2,"3.98","13"
228,2,"4.99","13"
228,2,"2.99","13"
278,2,"5.99","13"
278,2,"0.99","13"
133,2,"6.99","13"
174,2,"1.99","13"
174,2,"7.99","13"
174,2,"4.99","13"
174,2,"1.99","13"
174,2,"4.99","13"
174,2,"5.99","13"
174,2,"7.99","13"
133,2,"6.99","13"
133,2,"7.99","13"
133,2,"2.99","13"
133,2,"3.99","13"
133,2,"2.99","13"
133,2,"2.99","13"
133,2,"2.99","13"
133,2,"2.99","13"
133,2,"0.99","13"
133,2,"2.99","13"
133,2,"0.99","13"
278,2,"8.99","13"
261,2,"1.99","13"
261,2,"2.99","13"
123,2,"4.99","13"
10,2,"6.99","13"
10,2,"2.99","13"
10,2,"4.99","13"
10,2,"3.99","13"
10,2,"4.99","13"
10,2,"2.99","13"
10,2,"8.99","13"
261,2,"0.99","13"
324,2,"2.99","13"
133,2,"0.99","13"
123,2,"0.99","13"
123,2,"0.99","13"
324,2,"2.99","13"
261,2,"5.99","13"
261,2,"3.99","13"
261,2,"8.99","13"
261,2,"2.99","13"
261,2,"4.99","13"
261,2,"4.99","13"
123,2,"4.99","13"
123,2,"4.99","13"
123,2,"8.99","13"
123,2,"7.99","13"
123,2,"4.99","13"
123,2,"2.99","13"
340,2,"1.99","13"
196,2,"4.99","13"
196,2,"5.99","13"
363,2,"5.99","13"
340,2,"2.99","13"
340,2,"0.99","13"
213,2,"2.99","13"
213,2,"2.99","13"
213,2,"0.99","13"
213,2,"2.99","13"
213,2,"4.99","13"
213,2,"0.99","13"
213,2,"4.99","13"
213,2,"6.99","13"
213,2,"4.99","13"
340,2,"2.99","13"
340,2,"4.99","13"
261,2,"4.99","13"
340,2,"3.99","13"
340,2,"2.99","13"
581,2,"0.99","13"
530,2,"5.99","13"
530,2,"1.99","13"
530,2,"3.99","13"
530,2,"4.99","13"
363,2,"4.99","13"
363,2,"4.99","13"
115,2,"0.99","13"
177,2,"9.99","13"
177,2,"2.99","13"
177,2,"4.99","13"
177,2,"0.99","13"
177,2,"2.99","13"
177,2,"0.99","13"
177,2,"0.99","13"
177,2,"6.99","13"
177,2,"4.99","13"
177,2,"1.99","13"
177,2,"1.99","13"
115,2,"4.99","13"
115,2,"0.99","13"
115,2,"2.99","13"
115,2,"0.99","13"
115,2,"0.99","13"
115,2,"0.99","13"
115,2,"2.99","13"
365,2,"6.99","13"
365,2,"4.99","13"
365,2,"4.99","13"
365,2,"2.99","13"
365,2,"0.99","13"
365,2,"4.99","13"
365,2,"4.99","13"
365,2,"2.99","13"
365,2,"2.99","13"
193,2,"2.99","13"
381,2,"0.99","13"
381,2,"4.99","13"
193,2,"4.99","13"
530,2,"1.99","13"
530,2,"0.99","13"
530,2,"4.99","13"
530,2,"2.99","13"
530,2,"0.99","13"
530,2,"4.99","13"
193,2,"6.99","13"
193,2,"2.99","13"
581,2,"2.99","13"
581,2,"2.99","13"
278,2,"3.99","13"
224,2,"2.99","13"
224,2,"0.99","13"
324,2,"0.99","13"
324,2,"3.99","13"
324,2,"4.99","13"
147,2,"0.99","13"
147,2,"7.99","13"
147,2,"2.99","13"
381,2,"4.99","13"
381,2,"2.99","13"
381,2,"0.99","13"
381,2,"8.99","13"
381,2,"2.99","13"
381,2,"4.99","13"
381,2,"2.99","13"
381,2,"0.99","13"
381,2,"0.99","13"
381,2,"0.99","13"
381,2,"2.99","13"
381,2,"2.99","13"
381,2,"4.99","13"
381,2,"2.99","13"
381,2,"0.99","13"
381,2,"2.99","13"
381,2,"4.99","13"
147,2,"0.99","13"
147,2,"0.99","13"
193,2,"5.99","13"
193,2,"6.99","13"
193,2,"4.99","13"
193,2,"4.99","13"
193,2,"0.99","13"
193,2,"2.99","13"
193,2,"6.99","13"
381,2,"2.99","13"
192,2,"4.99","13"
192,2,"7.99","13"
192,2,"6.99","13"
192,2,"2.99","13"
192,2,"7.99","13"
50,2,"3.99","13"
50,2,"7.99","13"
50,2,"2.99","13"
50,2,"6.99","13"
50,2,"10.99","13"
50,2,"0.99","13"
50,2,"0.99","13"
50,2,"9.99","13"
50,2,"4.99","13"
50,2,"4.99","13"
50,2,"2.99","13"
50,2,"2.99","13"
50,2,"6.99","13"
50,2,"2.99","13"
50,2,"0.99","13"
50,2,"0.99","13"
50,2,"4.99","13"
50,2,"7.99","13"
49,2,"6.99","13"
49,2,"0.99","13"
49,2,"0.99","13"
49,2,"9.99","13"
49,2,"8.99","13"
192,2,"0.99","13"
192,2,"2.99","13"
192,2,"0.99","13"
192,2,"0.99","13"
192,2,"0.99","13"
41,2,"0.99","13"
41,2,"4.99","13"
41,2,"7.99","13"
49,2,"4.99","13"
49,2,"10.99","13"
49,2,"5.99","13"
49,2,"4.99","13"
49,2,"4.99","13"
49,2,"4.99","13"
49,2,"0.99","13"
147,2,"0.99","13"
147,2,"4.99","13"
147,2,"2.99","13"
147,2,"0.99","13"
147,2,"0.99","13"
147,2,"2.99","13"
147,2,"5.99","13"
41,2,"3.99","13"
41,2,"2.99","13"
41,2,"2.99","13"
41,2,"9.99","13"
41,2,"4.99","13"
41,2,"6.99","13"
147,2,"8.99","13"
147,2,"4.99","13"
147,2,"3.99","13"
147,2,"4.99","13"
147,2,"4.99","13"
147,2,"4.99","13"
147,2,"4.99","13"
147,2,"6.99","13"
213,2,"6.99","13"
213,2,"2.99","13"
347,2,"2.99","13"
347,2,"4.99","13"
117,2,"2.99","13"
117,2,"5.99","13"
117,2,"2.99","13"
117,2,"3.99","13"
117,2,"2.99","13"
347,2,"4.99","13"
347,2,"4.99","13"
347,2,"4.99","13"
347,2,"2.99","13"
41,2,"2.99","13"
41,2,"5.99","13"
41,2,"4.99","13"
590,2,"0.99","13"
375,2,"1.99","13"
375,2,"0.99","13"
375,2,"4.99","13"
375,2,"2.99","13"
375,2,"2.99","13"
375,2,"9.99","13"
347,2,"8.99","13"
347,2,"4.99","13"
347,2,"10.99","13"
3,2,"0.99","13"
347,2,"5.99","13"
347,2,"8.99","13"
347,2,"0.99","13"
123,2,"4.99","13"
324,2,"4.99","13"
324,2,"2.99","13"
324,2,"2.99","13"
581,2,"0.99","13"
581,2,"3.99","13"
375,2,"5.99","13"
375,2,"2.99","13"
347,2,"4.99","13"
347,2,"2.99","13"
347,2,"0.99","13"
581,2,"2.99","13"
581,2,"2.99","13"
581,2,"2.99","13"
581,2,"4.99","13"
581,2,"8.99","13"
590,2,"2.99","13"
41,2,"7.99","13"
590,2,"4.99","13"
590,2,"4.99","13"
263,2,"2.99","13"
263,2,"1.99","13"
263,2,"7.99","13"
263,2,"4.99","13"
263,2,"4.99","13"
581,2,"2.99","13"
581,2,"2.99","13"
581,2,"7.99","13"
324,2,"7.99","13"
3,2,"8.99","13"
3,2,"2.99","13"
3,2,"4.99","13"
3,2,"5.99","13"
3,2,"6.99","13"
3,2,"10.99","13"
3,2,"7.99","13"
308,2,"0.99","13"
308,2,"0.99","13"
308,2,"2.99","13"
308,2,"4.99","13"
308,2,"6.99","13"
340,2,"4.99","13"
340,2,"2.99","13"
340,2,"4.99","13"
476,2,"2.99","13"
102,2,"2.99","13"
102,2,"0.99","13"
102,2,"6.99","13"
102,2,"0.99","13"
102,2,"0.99","13"
102,2,"5.99","13"
102,2,"5.99","13"
102,2,"3.99","13"
102,2,"4.99","13"
308,2,"3.99","13"
308,2,"2.99","13"
3,2,"6.99","13"
3,2,"4.99","13"
3,2,"3.99","13"
3,2,"4.99","13"
224,2,"2.99","13"
224,2,"4.99","13"
224,2,"3.99","13"
228,2,"0.99","13"
228,2,"8.99","13"
324,2,"6.99","13"
228,2,"0.99","13"
228,2,"3.99","13"
228,2,"2.99","13"
228,2,"2.99","13"
228,2,"3.99","13"
228,2,"0.99","13"
347,2,"4.99","13"
347,2,"0.99","13"
347,2,"1.99","13"
473,2,"4.99","13"
473,2,"5.99","13"
579,2,"2.99","13"
579,2,"4.99","13"
579,2,"2.99","13"
233,2,"4.99","13"
446,2,"4.99","13"
446,2,"4.99","13"
446,2,"6.99","13"
446,2,"0.99","13"
446,2,"9.99","13"
446,2,"4.99","13"
446,2,"0.99","13"
263,2,"2.99","13"
263,2,"0.99","13"
263,2,"2.99","13"
24,2,"7.99","13"
24,2,"2.99","13"
24,2,"2.99","13"
24,2,"8.99","13"
446,2,"0.99","13"
128,2,"0.99","13"
128,2,"0.99","13"
128,2,"5.99","13"
128,2,"5.99","13"
128,2,"7.99","13"
128,2,"2.99","13"
128,2,"2.99","13"
286,2,"3.99","13"
286,2,"5.99","13"
24,2,"0.99","13"
24,2,"4.99","13"
24,2,"0.99","13"
24,2,"2.99","13"
24,2,"4.99","13"
24,2,"4.99","13"
24,2,"7.99","13"
208,2,"3.99","13"
128,2,"2.99","13"
128,2,"6.99","13"
128,2,"2.99","13"
128,2,"4.99","13"
128,2,"2.99","13"
128,2,"5.99","13"
128,2,"2.99","13"
208,2,"6.99","13"
208,2,"2.99","13"
208,2,"0.99","13"
208,2,"0.99","13"
208,2,"5.99","13"
152,2,"2.99","13"
152,2,"0.99","13"
152,2,"6.99","13"
152,2,"0.99","13"
152,2,"1.99","13"
152,2,"4.99","13"
152,2,"4.99","13"
208,2,"4.99","13"
128,2,"4.99","13"
128,2,"2.99","13"
128,2,"0.99","13"
208,2,"4.99","13"
208,2,"2.99","13"
208,2,"2.99","13"
208,2,"0.99","13"
208,2,"6.99","13"
208,2,"2.99","13"
351,2,"4.99","13"
351,2,"4.99","13"
351,2,"2.99","13"
351,2,"5.99","13"
128,2,"2.99","13"
446,2,"6.99","13"
446,2,"0.99","13"
446,2,"0.99","13"
446,2,"8.99","13"
446,2,"0.99","13"
446,2,"0.99","13"
73,2,"3.99","13"
73,2,"0.99","13"
73,2,"4.99","13"
351,2,"5.99","13"
351,2,"3.99","13"
351,2,"5.99","13"
351,2,"4.99","13"
351,2,"0.99","13"
351,2,"0.99","13"
233,2,"2.99","13"
233,2,"2.99","13"
233,2,"2.99","13"
233,2,"2.99","13"
233,2,"5.99","13"
233,2,"2.99","13"
233,2,"4.99","13"
233,2,"5.99","13"
233,2,"0.99","13"
233,2,"0.99","13"
73,2,"2.99","13"
73,2,"2.99","13"
73,2,"2.99","13"
73,2,"4.99","13"
73,2,"4.99","13"
73,2,"4.99","13"
73,2,"4.99","13"
351,2,"2.99","13"
455,2,"4.99","13"
455,2,"2.99","13"
455,2,"2.99","13"
9,2,"4.99","13"
9,2,"7.99","13"
9,2,"5.99","13"
455,2,"4.99","13"
455,2,"1.99","13"
455,2,"2.99","13"
455,2,"4.99","13"
455,2,"0.99","13"
569,2,"0.99","13"
446,2,"3.99","13"
446,2,"2.99","13"
9,2,"4.99","13"
473,2,"4.99","13"
473,2,"7.99","13"
10,2,"2.99","13"
224,2,"2.99","13"
224,2,"5.99","13"
335,2,"4.99","13"
473,2,"4.99","13"
10,2,"2.99","13"
473,2,"0.99","13"
9,2,"0.99","13"
9,2,"4.99","13"
9,2,"7.99","13"
473,2,"4.99","13"
473,2,"8.99","13"
473,2,"1.99","13"
473,2,"2.99","13"
473,2,"4.99","13"
476,2,"6.99","13"
476,2,"4.99","13"
476,2,"4.99","13"
102,2,"1.99","13"
102,2,"1.99","13"
335,2,"4.99","13"
473,2,"4.99","13"
102,2,"8.99","13"
473,2,"2.99","13"
473,2,"4.99","13"
102,2,"2.99","13"
569,2,"9.99","13"
569,2,"5.99","13"
569,2,"1.99","13"
569,2,"2.99","13"
